order_id,cancelled
130482,0
130481,1
130483,0
130484,1
130485,0
130486,0
130487,0
130488,0
130489,1
130490,0
130491,0
130492,1
130493,1
130494,1
130495,1
130496,0
130497,0
130498,0
130499,0
130500,1
130501,1
130502,0
130504,1
130503,0
130505,1
130506,0
130507,0
130508,0
130509,1
130510,0
130511,0
130512,1
130513,0
130514,1
130515,1
130516,1
130517,0
130518,1
130519,1
130520,1
130521,0
130522,1
130523,1
130524,0
130525,1
130526,0
130528,0
130527,1
130529,1
130530,0
130531,1
130532,1
130533,1
130534,0
130535,0
130536,1
130537,0
130538,1
130539,1
130540,1
130541,1
130542,0
130543,0
130544,1
130545,0
130546,0
130547,0
130548,1
130549,0
130550,0
130551,0
130552,0
130553,1
130554,1
130555,0
130556,0
130557,0
130558,1
130559,0
130560,1
130561,1
130562,1
130563,1
130564,0
130565,0
130566,0
130567,0
130568,1
130569,1
130570,0
130571,0
130572,1
130573,0
130574,1
130576,0
130575,0
130577,0
130578,1
130579,0
130580,1
130581,0
130582,1
130583,1
130584,1
130585,0
130586,0
130587,0
130588,0
130589,1
130590,1
130591,1
130592,1
130593,0
130594,1
130595,0
130596,0
130597,1
130598,0
130599,0
130600,0
130601,0
130602,0
130603,0
130604,1
130605,0
130606,1
130607,0
130608,0
130609,0
130610,1
130611,1
130612,1
130613,0
130614,0
130615,1
130616,1
130617,0
130618,1
130619,0
130620,1
130621,0
130622,1
130623,0
130624,1
130625,0
130626,0
130627,0
130628,1
130629,0
130630,1
130631,0
130632,0
130633,1
130634,1
130635,0
130636,0
130637,0
130638,0
130639,0
130640,0
130641,0
130642,1
130643,0
130644,0
130645,0
130646,1
130647,0
130648,0
130652,0
130651,0
130649,0
130650,0
130653,0
130654,0
130655,1
130656,0
130657,0
130658,1
130659,1
130660,0
130661,1
130662,0
130663,1
130664,1
130665,0
130666,0
130667,0
130668,0
130669,0
130670,1
130671,1
130672,0
130673,1
130675,0
130674,0
130676,0
130677,0
130678,1
130679,0
130680,0
130681,0
130682,1
130683,0
130684,1
130685,0
130688,0
130687,0
130686,1
130689,1
130690,0
130691,0
130692,0
130693,1
130694,1
130695,0
130696,1
130697,0
130698,0
130699,1
130700,0
130701,1
130702,0
130703,1
130704,1
130705,1
130706,1
130707,0
130708,1
130709,1
130710,1
130711,0
130712,1
130713,0
130714,0
130715,0
130716,0
130717,0
130718,1
130719,1
130720,0
130721,1
130722,0
130723,1
130724,0
130725,0
130726,1
130727,0
130728,0
130729,0
130730,0
130731,0
130732,0
130733,0
130734,1
130735,0
130737,0
130736,0
130738,1
130739,0
130740,1
130741,0
130742,0
130743,0
130744,1
130745,0
130746,0
130747,0
130748,1
130749,1
130750,0
130751,0
130752,0
130753,0
130754,1
130755,0
130756,0
130757,0
130758,0
130759,0
130760,0
130761,0
130762,0
130763,0
130764,1
130765,1
130766,0
130767,1
130768,1
130769,0
130770,1
130771,0
130773,0
130772,1
130774,1
130775,0
130776,0
130777,0
130778,0
130779,0
130780,0
130781,0
130782,0
130783,0
130785,1
130784,1
130786,1
130787,1
130788,1
130789,0
130790,1
130791,0
130792,1
130793,0
130794,0
130795,0
130797,0
130796,1
130798,0
130799,0
130800,0
130801,0
130802,1
130803,1
130804,1
130805,1
130806,0
130807,0
130808,0
130809,1
130811,0
130810,0
130812,0
130813,1
130814,0
130815,0
130816,0
130817,0
130818,0
130819,1
130820,1
130821,1
130822,0
130823,1
130824,0
130825,0
130826,1
130827,0
130828,1
130829,0
130830,1
130831,0
130832,1
130833,0
130834,0
130835,0
130836,1
130837,1
130838,1
130839,0
130840,0
130841,1
130842,1
130843,0
130844,1
130845,0
130846,0
130848,0
130847,1
130849,0
130850,1
130851,1
130852,1
130853,1
130854,1
130855,0
130856,0
130857,0
130858,0
130859,0
130860,1
130861,0
130862,1
130863,0
130864,0
130865,0
130866,1
130867,0
130868,0
130869,1
130870,0
130871,0
130872,0
130873,1
130874,1
130875,1
130876,0
130877,1
130878,1
130879,1
130880,0
130881,1
130882,1
130884,0
130883,1
130885,1
130886,0
130887,0
130888,0
130889,0
130890,0
130891,0
130892,0
130894,0
130893,1
130895,0
130896,0
130897,0
130898,1
130899,0
130900,0
130901,1
130902,0
130903,0
130904,0
130905,0
130906,0
130907,0
130908,1
130909,0
130910,1
130911,1
130912,0
130913,1
130914,1
130915,1
130916,0
130917,1
130918,0
130919,1
130920,0
130921,1
130924,0
130922,1
130923,0
130925,0
130926,0
130927,0
130928,1
130929,0
130930,0
130931,0
130932,1
130933,1
130934,1
130935,0
130936,1
130937,1
130938,0
130939,0
130940,1
130941,1
130942,0
130943,0
130944,1
130945,0
130946,1
130947,0
130948,0
130949,0
130950,0
130951,1
130952,0
130953,1
130954,1
130955,1
130956,0
130957,0
130958,0
130959,0
130960,1
130961,0
130962,0
130963,0
130964,1
130965,1
130966,1
130967,0
130968,1
130969,0
130970,0
130971,0
130972,0
130973,0
130974,1
130975,1
130976,1
130977,0
130978,0
130979,0
130980,0
130981,0
130982,0
130983,0
130985,0
130984,1
130986,0
130987,1
130988,0
130989,0
130990,0
130991,0
130992,0
130993,0
130994,1
130995,1
130996,0
130997,1
130998,0
130999,1
131000,1
131001,0
131002,1
131003,0
131004,1
131005,0
131006,0
131007,0
131008,1
131009,0
131010,0
131011,1
131012,1
131013,0
131014,1
131015,1
131016,1
131017,0
131018,0
131019,0
131020,0
131021,0
131022,0
131023,1
131024,1
131025,0
131026,1
131027,0
131028,0
131029,1
131030,1
131031,1
131032,0
131033,1
131034,1
131035,0
131036,1
131037,1
131038,0
131039,0
131040,0
131041,1
131042,0
131043,1
131044,0
131045,1
131046,0
131047,0
131048,1
131049,1
131050,0
131051,1
131052,0
131053,1
131054,0
131055,1
131056,0
131057,0
131058,0
131059,1
131060,0
131061,0
131062,1
131063,0
131064,1
131065,1
131066,1
131067,0
131068,0
131069,1
131070,1
131071,1
131072,0
131073,0
131074,1
131075,1
131076,1
131077,0
131078,0
131079,1
131080,0
131081,0
131082,1
131083,0
131084,0
131085,0
131086,0
131087,1
131088,1
131089,0
131090,1
131091,1
131092,0
131093,1
131094,1
131095,1
131096,0
131097,1
131098,1
131099,1
131100,0
131101,0
131102,0
131103,0
131104,1
131105,0
131106,0
131107,0
131108,1
131109,0
131110,0
131111,1
131112,0
131113,1
131114,0
131115,1
131116,1
131117,0
131118,0
131120,0
131119,1
131121,1
131122,0
131123,0
131124,0
131125,1
131126,0
131127,0
131128,1
131129,0
131130,0
131131,0
131133,1
131132,0
131134,0
131135,0
131136,1
131137,1
131138,1
131139,0
131140,0
131141,1
131142,0
131143,1
131144,1
131145,0
131146,0
131147,1
131148,1
131149,0
131150,1
131151,0
131152,1
131153,0
131154,0
131155,0
131156,0
131157,0
131158,0
131159,1
131160,1
131161,1
131162,0
131163,0
131164,1
131165,0
131166,0
131167,0
131169,0
131168,0
131170,1
131171,0
131172,1
131173,0
131174,0
131175,0
131176,0
131179,0
131177,1
131178,0
131180,1
131181,0
131182,0
131183,1
131184,1
131185,0
131186,0
131187,0
131188,0
131189,0
131190,0
131191,1
131192,1
131193,0
131194,1
131195,0
131196,0
131197,1
131198,1
131199,0
131200,0
131201,0
131202,1
131203,0
131204,0
131205,0
131207,0
131206,1
131208,0
131209,1
131210,0
131211,1
131212,0
131213,1
131214,0
131215,0
131216,0
131217,0
131218,1
131219,0
131220,0
131221,0
131222,1
131223,0
131224,1
131225,1
131226,0
131227,0
131228,1
131229,0
131230,0
131231,0
131232,0
131233,0
131234,1
131235,1
131236,1
131237,1
131238,0
131239,1
131240,1
131241,0
131242,1
131243,1
131244,1
131245,1
131246,0
131247,0
131248,0
131249,0
131250,0
131251,1
131252,0
131253,0
131254,1
131257,1
131256,0
131255,1
131258,1
131259,0
131260,1
131261,0
131262,0
131263,0
131264,0
131265,0
131266,0
131267,0
131268,0
131269,0
131270,0
131271,1
131272,0
131273,0
131274,0
131275,0
131276,0
131277,1
131278,0
131279,1
131280,0
131281,0
131282,0
131283,0
131284,0
131285,0
131286,0
131287,0
131288,1
131289,0
131290,1
131291,0
131293,0
131292,0
131294,0
131295,1
131296,1
131297,0
131298,0
131299,0
131300,0
131301,1
131302,0
131303,0
131304,0
131305,0
131306,0
131307,1
131308,1
131309,0
131310,0
131311,0
131312,0
131313,0
131314,1
131315,1
131316,1
131317,0
131319,0
131318,0
131320,1
131321,1
131322,0
131323,0
131324,0
131325,0
131326,1
131327,1
131328,1
131329,1
131330,0
131331,1
131332,0
131333,1
131334,0
131335,1
131336,0
131337,0
131338,0
131339,0
131340,1
131341,0
131342,0
131343,0
131344,1
131345,0
131346,1
131347,0
131348,0
131349,0
131350,0
131351,0
131352,0
131353,1
131354,1
131355,1
131356,0
131357,0
131358,1
131359,0
131360,0
131361,0
131362,0
131363,1
131364,0
131365,0
131366,0
131367,0
131368,0
131369,1
131370,1
131371,1
131372,1
131373,1
131374,0
131375,0
131376,0
131377,0
131378,1
131379,0
131380,0
131381,1
131382,1
131383,0
131384,1
131385,0
131386,1
131387,1
131388,0
131389,0
131390,0
131391,1
131392,1
131393,1
131394,0
131395,0
131396,0
131397,0
131398,0
131399,0
131400,0
131401,0
131402,1
131403,1
131404,1
131405,1
131406,0
131407,1
131408,0
131409,1
131410,0
131411,0
131412,0
131413,1
131414,0
131415,0
131416,1
131417,0
131418,1
131419,0
131420,1
131421,1
131422,0
131423,0
131424,0
131425,1
131426,0
131427,1
131428,1
131429,1
131430,0
131431,0
131432,0
131433,0
131434,1
131435,1
131436,0
131437,0
131438,1
131439,0
131440,1
131441,1
131442,0
131443,0
131444,0
131445,1
131446,0
131447,0
131448,0
131449,0
131450,0
131451,1
131452,0
131453,1
131454,0
131455,1
131456,0
131457,1
131458,0
131459,1
131460,0
131461,0
131462,1
131463,1
131464,1
131465,1
131466,0
131468,0
131467,0
131469,1
131470,1
131471,0
131472,1
131473,0
131474,0
131475,0
131476,0
131477,0
131478,0
131480,1
131479,1
131481,0
131482,0
131483,1
131484,1
131485,0
131486,0
131487,1
131488,1
131489,1
131490,0
131491,1
131492,1
131493,1
131494,0
131495,1
131496,0
131497,1
131498,0
131499,0
131500,0
131501,1
131502,0
131503,0
131504,0
131505,0
131506,1
131507,0
131508,0
131509,0
131510,0
131511,0
131512,0
131513,1
131514,1
131515,0
131516,1
131517,0
131518,0
131519,0
131520,1
131521,0
131522,0
131523,1
131524,0
131525,1
131526,1
131527,1
131528,1
131529,0
131530,1
131531,0
131532,0
131533,0
131534,1
131535,1
131536,1
131537,0
131538,0
131540,0
131539,1
131541,1
131542,0
131543,0
131544,0
131545,1
131546,0
131547,0
131548,1
131549,1
131550,1
131551,0
131552,1
131553,0
131554,1
131555,0
131556,0
131557,0
131558,0
131559,0
131560,1
131561,1
131562,0
131563,0
131564,0
131565,1
131566,0
131567,0
131568,0
131569,1
131570,1
131571,1
131572,0
131573,1
131574,0
131575,0
131576,1
131578,1
131577,0
131579,1
131580,0
131581,0
131582,0
131583,1
131584,1
131585,1
131586,0
131587,1
131588,0
131589,0
131590,0
131591,0
131592,0
131593,0
131594,1
131595,0
131596,0
131597,0
131598,0
131599,1
131600,0
131601,0
131603,1
131602,0
131604,0
131605,1
131606,0
131607,1
131608,0
131609,0
131610,0
131611,1
131612,1
131613,0
131614,1
131615,0
131616,0
131617,1
131618,0
131619,1
131620,1
131621,0
131622,0
131623,0
131624,0
131625,0
131626,1
131627,0
131628,1
131629,0
131630,0
131631,0
131632,1
131633,0
131634,1
131635,0
131636,0
131637,0
131638,1
131639,0
131640,0
131641,1
131642,0
131643,0
131644,1
131645,0
131646,0
131647,1
131648,1
131649,0
131650,1
131651,1
131652,1
131653,0
131654,1
131655,0
131656,0
131657,1
131658,0
131659,0
131660,0
131661,1
131662,1
131663,0
131664,0
131665,0
131666,0
131667,1
131668,1
131669,0
131670,0
131671,0
131672,1
131673,0
131674,0
131675,0
131676,0
131677,0
131678,1
131679,0
131680,0
131681,1
131682,0
131683,0
131684,0
131685,0
131686,1
131687,0
131688,1
131689,0
131690,0
131691,0
131692,1
131693,0
131694,1
131695,0
131696,0
131697,1
131698,1
131699,0
131700,1
131701,0
131702,1
131703,1
131704,1
131705,1
131706,0
131707,0
131708,1
131709,1
131710,0
131711,1
131712,0
131713,0
131714,1
131715,0
131716,0
131717,1
131718,0
131719,1
131720,0
131721,0
131722,1
131723,0
131724,0
131726,0
131725,0
131727,1
131728,0
131729,1
131730,1
131731,1
131732,1
131733,1
131734,1
131735,1
131736,1
131737,0
131738,0
131739,0
131740,0
131741,1
131742,1
131743,0
131744,1
131745,0
131746,0
131747,0
131748,1
131749,0
131750,0
131751,0
131752,0
131753,1
131754,0
131755,0
131756,0
131757,0
131758,1
131759,0
131760,0
131761,1
131762,1
131763,1
131764,1
131765,1
131766,0
131767,0
131768,0
131769,0
131770,0
131771,1
131772,0
131773,0
131774,0
131775,1
131776,0
131777,0
131778,1
131779,1
131780,0
131781,0
131782,1
131783,0
131784,0
131785,1
131786,0
131787,0
131788,1
131789,1
131790,0
131791,1
131792,0
131793,1
131794,0
131795,0
131796,1
131797,1
131798,0
131799,0
131801,0
131800,0
131802,0
131803,1
131804,0
131805,0
131806,0
131807,0
131808,0
131809,0
131810,0
131811,0
131812,1
131813,1
131814,0
131815,0
131816,1
131817,0
131818,1
131819,0
131820,0
131821,0
131822,1
131823,0
131824,0
131825,0
131826,0
131827,1
131828,0
131829,0
131830,0
131831,0
131832,0
131833,0
131834,0
131835,0
131836,0
131837,1
131838,1
131839,0
131840,1
131841,0
131842,1
131843,0
131844,1
131845,0
131846,0
131847,1
131848,1
131849,1
131850,1
131851,1
131852,1
131853,1
131854,1
131855,1
131856,0
131857,0
131858,0
131859,1
131860,1
131861,1
131862,0
131863,0
131864,1
131865,1
131866,0
131867,0
131868,1
131869,0
131870,0
131871,1
131872,0
131873,0
131874,1
131875,0
131876,0
131877,0
131878,0
131879,0
131880,1
131881,0
131882,0
131883,0
131884,1
131885,1
131886,0
131887,1
131888,0
131889,1
131890,0
131891,0
131892,1
131893,0
131894,1
131895,0
131896,0
131898,1
131897,0
131899,1
131900,0
131901,0
131902,0
131903,0
131904,1
131905,1
131906,0
131907,0
131908,1
131909,0
131910,0
131911,1
131912,0
131913,1
131914,1
131915,1
131916,1
131917,1
131918,0
131919,1
131920,0
131921,0
131922,0
131923,1
131924,1
131925,1
131926,0
131927,0
131928,1
131929,0
131930,1
131931,1
131932,1
131933,0
131934,0
131935,1
131936,1
131937,0
131938,1
131939,1
131940,1
131941,0
131942,0
131943,1
131944,1
131945,1
131946,0
131947,0
131948,0
131949,1
131950,0
131951,1
131952,1
131953,1
131954,0
131955,0
131956,1
131957,0
131958,1
131959,0
131960,0
131962,0
131961,0
131963,1
131964,0
131965,0
131966,0
131967,1
131968,1
131969,1
131970,1
131971,0
131972,0
131973,1
131974,1
131975,0
131976,1
131977,0
131978,0
131979,0
131980,0
131981,0
131982,0
131983,0
131985,1
131984,1
131986,1
131987,0
131988,1
131989,0
131990,1
131991,0
131992,1
131993,0
131994,0
131995,1
131996,0
131997,0
131999,0
131998,0
132000,0
132001,0
132002,1
132003,0
132004,1
132005,1
132006,0
132007,0
132008,0
132009,0
132010,1
132011,0
132012,1
132013,0
132014,1
132015,0
132016,1
132017,0
132018,0
132019,1
132020,0
132021,1
132022,0
132023,1
132024,1
132025,0
132026,0
132027,1
132028,1
132029,0
132030,1
132031,0
132032,0
132033,0
132034,0
132035,0
132036,0
132037,1
132038,0
132039,1
132040,0
132041,1
132042,1
132043,0
132044,0
132045,0
132046,1
132047,1
132048,1
132049,0
132050,1
132051,1
132052,1
132053,1
132054,1
132055,1
132056,1
132057,1
132058,0
132059,0
132060,1
132061,1
132062,0
132063,0
132064,1
132065,0
132066,1
132067,1
132068,0
132069,1
132070,1
132071,1
132072,0
132073,1
132074,0
132075,0
132076,0
132077,1
132078,0
132079,0
132080,1
132081,0
132082,0
132083,0
132084,0
132085,0
132086,0
132087,0
132088,0
132089,1
132090,0
132091,0
132092,0
132093,0
132094,0
132095,1
132096,1
132097,1
132099,0
132098,1
132100,1
132101,0
132102,1
132103,0
132104,0
132105,0
132106,0
132107,1
132108,0
132110,1
132109,1
132111,0
132112,0
132113,1
132114,1
132115,1
132116,1
132117,1
132118,1
132119,1
132120,0
132121,0
132122,0
132123,1
132124,1
132125,1
132126,1
132127,1
132128,0
132129,0
132130,1
132131,1
132132,0
132133,0
132134,1
132135,1
132136,1
132137,0
132138,0
132139,0
132140,0
132141,1
132142,1
132143,0
132144,0
132145,0
132146,0
132147,0
132148,0
132149,0
132150,1
132151,0
132152,1
132153,1
132154,1
132155,0
132156,0
132157,0
132158,1
132159,1
132160,0
132161,0
132162,1
132163,1
132164,0
132165,1
132166,0
132167,1
132168,0
132169,0
132170,1
132171,0
132172,0
132173,0
132174,1
132175,1
132176,1
132177,0
132178,1
132179,0
132180,0
132181,0
132182,0
132183,0
132184,0
132185,1
132186,1
132187,1
132188,0
132189,0
132190,0
132191,1
132192,1
132193,1
132194,0
132195,1
132196,1
132197,0
132198,0
132199,0
132200,0
132201,1
132202,0
132203,0
132204,0
132205,1
132206,0
132207,1
132208,1
132210,1
132209,1
132211,1
132212,0
132213,1
132214,0
132215,0
132216,0
132217,1
132218,0
132219,0
132220,1
132221,1
132222,0
132223,0
132224,0
132225,1
132226,1
132227,1
132228,0
132229,0
132230,0
132232,1
132233,0
132231,1
132234,1
132235,0
132236,1
132237,0
132238,1
132239,1
132240,1
132241,1
132242,1
132243,0
132244,0
132245,1
132246,0
132247,0
132248,1
132249,1
132250,0
132251,0
132252,0
132253,0
132254,0
132255,0
132256,1
132257,0
132258,0
132259,0
132260,0
132261,1
132262,0
132263,0
132264,0
132265,0
132266,0
132267,1
132268,1
132269,0
132270,1
132272,0
132271,0
132273,1
132274,0
132275,1
132276,1
132277,0
132278,0
132279,0
132280,0
132281,1
132282,0
132283,1
132284,0
132285,0
132286,0
132287,0
132288,0
132289,0
132290,0
132291,1
132292,0
132293,1
132294,0
132295,0
132296,0
132297,1
132298,0
132299,1
132300,1
132301,1
132302,0
132303,0
132304,1
132305,1
132306,1
132307,0
132308,1
132309,0
132310,1
132311,0
132312,1
132313,0
132314,1
132315,1
132316,1
132317,0
132318,0
132319,1
132320,0
132321,1
132322,0
132323,0
132324,1
132325,0
132326,0
132327,1
132328,0
132329,1
132330,0
132331,1
132332,0
132333,0
132334,1
132335,0
132336,1
132337,1
132338,0
132339,0
132340,0
132341,0
132342,0
132343,0
132344,0
132345,1
132346,1
132347,0
132348,0
132349,0
132350,1
132351,1
132352,1
132353,0
132354,1
132355,1
132356,1
132357,0
132358,1
132359,0
132360,1
132361,1
132362,1
132363,0
132364,1
132365,0
132366,0
132367,1
132368,0
132370,1
132369,1
132371,1
132372,0
132373,1
132374,1
132375,1
132376,1
132377,0
132378,0
132379,0
132381,1
132380,1
132383,0
132382,1
132384,0
132385,0
132386,0
132387,0
132388,0
132389,1
132390,1
132391,0
132392,1
132393,1
132394,0
132395,1
132396,0
132397,0
132398,1
132399,1
132400,1
132401,1
132402,0
132403,0
132404,0
132405,1
132406,0
132407,1
132408,0
132409,0
132410,0
132411,0
132412,0
132413,0
132414,1
132415,1
132416,1
132417,0
132419,0
132418,0
132420,1
132421,0
132422,0
132423,1
132424,1
132425,0
132426,1
132427,1
132428,1
132429,1
132430,1
132431,0
132432,0
132433,0
132434,1
132435,1
132436,1
132437,0
132438,1
132439,0
132440,1
132441,1
132442,1
132443,0
132444,0
132445,0
132446,0
132447,0
132448,0
132449,0
132450,0
132451,0
132452,1
132453,0
132454,0
132455,1
132456,1
132457,0
132458,0
132459,1
132460,0
132461,1
132462,0
132463,0
132464,1
132465,0
132466,0
132467,0
132468,0
132469,0
132470,1
132471,1
132472,0
132473,0
132474,1
132475,0
132476,0
132477,1
132478,0
132479,0
132480,0
132481,0
132482,0
132483,0
132484,1
132485,1
132486,1
132487,1
132488,0
132489,1
132490,1
132491,1
132492,1
132493,0
132494,1
132495,1
132496,1
132497,0
132498,1
132499,0
132500,1
132501,1
132502,0
132503,1
132504,1
132505,0
132507,0
132506,1
132508,0
132509,0
132510,1
132511,0
132512,0
132513,1
132514,0
132515,0
132516,0
132517,0
132518,0
132519,0
132520,0
132521,1
132522,1
132523,0
132524,0
132525,0
132526,0
132527,1
132528,1
132531,0
132530,0
132529,1
132532,1
132533,1
132534,1
132535,0
132536,0
132537,1
132538,0
132539,0
132540,1
132541,1
132542,0
132543,0
132544,1
132545,1
132546,1
132547,0
132548,1
132549,0
132550,0
132551,1
132552,0
132553,0
132555,0
132554,1
132556,1
132557,1
132558,0
132559,1
132560,1
132561,0
132562,0
132563,0
132564,1
132565,0
132566,0
132567,0
132568,0
132569,0
132570,1
132571,0
132572,0
132573,0
132574,1
132575,1
132576,0
132577,1
132578,0
132579,1
132580,0
132581,0
132582,0
132583,1
132584,0
132585,1
132586,1
132587,1
132588,0
132589,1
132590,0
132591,0
132592,0
132593,0
132594,1
132595,0
132596,0
132597,1
132598,1
132599,1
132600,1
132601,1
132602,0
132603,0
132605,1
132604,1
132606,1
132607,0
132608,0
132609,0
132610,0
132611,0
132612,1
132613,0
132614,0
132615,0
132616,0
132617,0
132618,1
132619,1
132620,0
132621,1
132622,1
132623,0
132624,1
132625,0
132626,1
132627,0
132629,1
132628,1
132630,1
132631,0
132632,0
132633,0
132634,0
132635,1
132636,0
132637,1
132638,0
132639,0
132640,1
132641,0
132642,1
132643,1
132644,0
132645,1
132646,1
132647,0
132648,1
132649,1
132650,0
132651,0
132652,1
132653,0
132655,0
132654,1
132656,0
132657,1
132658,0
132659,1
132660,0
132661,0
132662,0
132663,1
132664,0
132665,0
132666,1
132668,0
132667,0
132669,0
132670,1
132671,1
132672,0
132673,0
132674,1
132675,0
132676,0
132677,0
132678,0
132679,1
132680,1
132681,0
132682,0
132683,0
132684,1
132685,0
132686,0
132687,1
132688,1
132689,0
132690,0
132691,1
132692,1
132693,1
132694,0
132695,1
132696,1
132697,0
132698,0
132699,0
132700,0
132701,1
132702,1
132703,0
132704,0
132705,0
132706,0
132707,0
132708,1
132709,1
132710,1
132711,0
132712,0
132713,0
132714,0
132715,1
132716,1
132718,0
132717,0
132719,0
132720,0
132721,0
132722,1
132723,0
132724,1
132725,0
132726,0
132727,1
132728,1
132729,1
132730,1
132731,1
132732,1
132733,0
132734,1
132735,0
132736,0
132737,0
132738,0
132739,0
132740,0
132742,1
132741,1
132743,0
132744,0
132745,1
132746,0
132747,1
132748,1
132749,0
132750,1
132751,0
132752,0
132753,0
132754,1
132755,1
132756,1
132757,0
132758,1
132759,0
132760,1
132761,0
132762,1
132763,0
132764,0
132765,1
132766,1
132767,1
132768,0
132769,1
132770,0
132771,1
132772,0
132773,0
132774,1
132775,1
132776,0
132777,0
132778,1
132779,1
132780,0
132781,0
132782,1
132783,1
132784,0
132785,1
132786,1
132787,0
132788,1
132789,0
132791,1
132790,1
132792,0
132793,1
132794,1
132795,1
132796,0
132797,0
132798,0
132799,0
132800,0
132801,0
132802,1
132803,1
132804,0
132805,0
132806,1
132807,0
132808,1
132809,0
132810,0
132811,0
132812,0
132813,0
132814,1
132815,1
132816,0
132817,0
132818,0
132819,1
132820,1
132821,1
132822,1
132823,0
132824,1
132825,0
132826,0
132827,0
132828,1
132829,0
132830,0
132831,1
132832,0
132833,0
132834,1
132835,0
132836,0
132837,0
132838,1
132839,1
132840,1
132841,0
132842,0
132843,1
132844,0
132845,0
132846,0
132847,0
132848,0
132849,0
132850,1
132852,1
132851,0
132853,0
132854,1
132855,0
132856,1
132857,1
132858,0
132859,1
132860,1
132861,1
132862,0
132863,1
132864,1
132865,0
132866,0
132867,0
132868,0
132869,0
132870,1
132871,0
132872,0
132873,0
132874,0
132875,1
132876,0
132877,1
132878,1
132879,0
132880,1
132881,0
132882,0
132883,0
132884,0
132885,1
132886,0
132887,0
132888,1
132889,0
132890,1
132891,0
132892,1
132893,0
132894,0
132895,0
132896,1
132897,1
132898,1
132899,0
132900,0
132901,1
132902,1
132903,0
132904,0
132905,1
132906,0
132907,0
132908,1
132909,0
132910,0
132911,0
132912,1
132913,0
132915,1
132914,1
132916,0
132917,0
132918,0
132919,1
132920,1
132921,0
132922,0
132923,1
132924,1
132926,1
132925,1
132927,0
132928,0
132929,0
132930,1
132931,0
132932,0
132933,0
132934,1
132935,1
132936,1
132937,0
132938,0
132939,0
132940,1
132941,0
132942,1
132943,0
132944,0
132945,1
132946,1
132947,0
132948,1
132949,0
132950,1
132951,0
132952,0
132953,0
132954,1
132955,1
132956,1
132957,1
132958,0
132959,0
132960,0
132962,1
132961,0
132963,0
132964,0
132965,0
132966,1
132967,0
132968,1
132969,1
132970,1
132971,1
132972,1
132974,0
132973,0
132975,1
132976,1
132977,0
132978,0
132979,1
132980,0
132981,0
132982,0
132983,1
132984,0
132985,1
132986,0
132988,1
132987,0
132989,0
132990,1
132991,1
132992,0
132993,1
132994,1
132995,0
132996,0
132997,0
132998,1
132999,1
133000,0
133001,1
133002,0
133003,0
133004,1
133005,1
133006,0
133007,0
133008,1
133009,1
133010,0
133011,1
133013,1
133012,1
133014,0
133015,1
133016,0
133017,0
133018,0
133019,1
133020,0
133021,1
133022,0
133023,1
133024,0
133025,1
133026,1
